Temp ; Freq
-40 ; 1.01428E+06
-25 ; 1.09806E+06
-10 ; 1.18018E+06
5 ; 1.2605E+06
20 ; 1.33843E+06
35 ; 1.41351E+06
50 ; 1.48595E+06
65 ; 1.55456E+06
80 ; 1.61938E+06
95 ; 1.68003E+06
110 ; 1.73581E+06
125 ; 1.78651E+06
