,pwr_static,idd_static,sr_pos,sr_neg,rise_time,fall_time,vout_low,vout_high,name,type,time,OK
0,8.435939,-17.86691,181.88989999999998,-426.67929999999996,6.15167,2.6224,-0.01553318,1.383124,tran_SchGtKttTtVt,Sch,Fri Mar 13 20:13:54 2026,True
