,pwr_static,idd_static,sr_pos,sr_neg,rise_time,fall_time,vout_low,vout_high,name,type,time,OK
0,24.73607,-13.84822,21.025219999999997,-19.42722,60.66329999999999,65.6532,0.08442014,1.678744,tran_SchGtKttTtVt,Sch,Fri Mar 13 21:52:18 2026,True
