Temp ; Freq
-40 ; 1.53617E+06
-25 ; 1.63944E+06
-10 ; 1.73941E+06
5 ; 1.84509E+06
20 ; 1.95404E+06
35 ; 2.06607E+06
50 ; 2.17931E+06
65 ; 2.29247E+06
80 ; 2.40919E+06
95 ; 2.52299E+06
110 ; 2.63159E+06
125 ; 2.72633E+06
