Temp ; Freq
-40 ; 1.09651E+06
-25 ; 1.18834E+06
-10 ; 1.27975E+06
5 ; 1.37053E+06
20 ; 1.46111E+06
35 ; 1.55016E+06
50 ; 1.63779E+06
65 ; 1.72369E+06
80 ; 1.80771E+06
95 ; 1.89032E+06
110 ; 1.96986E+06
125 ; 2.04668E+06
