Temp ; Freq
-40 ; 1.08001E+06
-25 ; 1.19489E+06
-10 ; 1.32086E+06
5 ; 1.45378E+06
20 ; 1.59444E+06
35 ; 1.74617E+06
50 ; 1.89774E+06
65 ; 2.05204E+06
80 ; 2.20438E+06
95 ; 2.3525E+06
110 ; 2.49503E+06
125 ; 2.63139E+06
