Temp ; Freq
-40 ; 1.216E+06
-25 ; 1.31252E+06
-10 ; 1.41626E+06
5 ; 1.52608E+06
20 ; 1.64411E+06
35 ; 1.76532E+06
50 ; 1.88902E+06
65 ; 2.01456E+06
80 ; 2.13866E+06
95 ; 2.26154E+06
110 ; 2.38198E+06
125 ; 2.49868E+06
