Temp ; Freq
-40 ; 2.04579E+06
-25 ; 2.23757E+06
-10 ; 2.4367E+06
5 ; 2.66004E+06
20 ; 2.89276E+06
35 ; 3.13048E+06
50 ; 3.3701E+06
65 ; 3.60736E+06
80 ; 3.84341E+06
95 ; 4.07282E+06
110 ; 4.29885E+06
125 ; 4.51861E+06
