Temp ; Freq
-40 ; 1.55444E+06
-25 ; 1.68287E+06
-10 ; 1.82504E+06
5 ; 1.97433E+06
20 ; 2.13606E+06
35 ; 2.30203E+06
50 ; 2.47311E+06
65 ; 2.64372E+06
80 ; 2.81204E+06
95 ; 2.97806E+06
110 ; 3.13935E+06
125 ; 3.29518E+06
