Temp ; Freq
-40 ; 1.27289E+06
-25 ; 1.36032E+06
-10 ; 1.456E+06
5 ; 1.55584E+06
20 ; 1.65535E+06
35 ; 1.74751E+06
50 ; 1.85285E+06
65 ; 1.95359E+06
80 ; 2.04716E+06
95 ; 2.14216E+06
110 ; 2.23945E+06
125 ; 2.33949E+06
