Temp ; Freq
-40 ; 1.26206E+06
-25 ; 1.35566E+06
-10 ; 1.45121E+06
5 ; 1.54571E+06
20 ; 1.64316E+06
35 ; 1.73948E+06
50 ; 1.83739E+06
65 ; 1.93428E+06
80 ; 2.03239E+06
95 ; 2.12924E+06
110 ; 2.22612E+06
125 ; 2.32254E+06
