Temp ; Freq
-40 ; 1.85136E+06
-25 ; 1.93381E+06
-10 ; 2.02098E+06
5 ; 2.11182E+06
20 ; 2.20492E+06
35 ; 2.30167E+06
50 ; 2.39808E+06
65 ; 2.49372E+06
80 ; 2.58667E+06
95 ; 2.67388E+06
110 ; 2.75276E+06
125 ; 2.82236E+06
