Temp ; Freq ; Current
-40 ; 0 ; 3.16456E-11
-25 ; 0 ; 3.65722E-11
-10 ; 0 ; 4.32845E-11
5 ; 0 ; 5.2608E-11
20 ; 0 ; 6.90541E-11
25 ; 0 ; 7.84242E-11
35 ; 0 ; 1.06434E-10
50 ; 0 ; 1.81617E-10
65 ; 0 ; 3.57227E-10
80 ; 0 ; 8.25279E-10
95 ; 0 ; 1.90884E-09
110 ; 0 ; 4.20544E-09
125 ; 0 ; 8.89835E-09
