Temp ; Freq ; Current
-40 ; 0 ; 3.14558E-11
-25 ; 0 ; 3.44633E-11
-10 ; 0 ; 4.06269E-11
5 ; 0 ; 5.69876E-11
20 ; 0 ; 8.35779E-11
25 ; 0 ; 9.4339E-11
35 ; 0 ; 1.46474E-10
50 ; 0 ; 3.50778E-10
65 ; 0 ; 8.88251E-10
80 ; 0 ; 2.18143E-09
95 ; 0 ; 5.01447E-09
110 ; 0 ; 1.06533E-08
125 ; 0 ; 2.15863E-08
