Temp ; Freq ; Current
-40 ; 0 ; 1.39783E-10
-25 ; 0 ; 4.69559E-10
-10 ; 0 ; 1.39394E-09
5 ; 0 ; 4.00152E-09
20 ; 0 ; 1.05102E-08
25 ; 0 ; 1.41845E-08
35 ; 0 ; 2.50105E-08
50 ; 0 ; 5.42271E-08
65 ; 0 ; 1.08311E-07
80 ; 0 ; 2.01922E-07
95 ; 0 ; 3.55151E-07
110 ; 0 ; 5.92976E-07
125 ; 0 ; 9.46417E-07
