Temp ; Freq ; Current
-40 ; 0 ; 2.82061E-11
-25 ; 0 ; 3.17605E-11
-10 ; 0 ; 3.71126E-11
5 ; 0 ; 4.51856E-11
20 ; 0 ; 6.12223E-11
25 ; 0 ; 6.93135E-11
35 ; 0 ; 9.35067E-11
50 ; 0 ; 1.7094E-10
65 ; 0 ; 3.60197E-10
80 ; 0 ; 7.91554E-10
95 ; 0 ; 1.79697E-09
110 ; 0 ; 3.96262E-09
125 ; 0 ; 8.39695E-09
