-40 ; 0 ; 1.06453E-10
-25 ; 0 ; 9.46695E-11
-10 ; 0 ; 1.28719E-10
5 ; 0 ; 2.49829E-10
20 ; 0 ; 6.15984E-10
35 ; 0 ; 1.63252E-09
50 ; 0 ; 4.03888E-09
65 ; 0 ; 9.44742E-09
80 ; 0 ; 2.08261E-08
95 ; 0 ; 4.27751E-08
110 ; 0 ; 8.22122E-08
125 ; 0 ; 1.48983E-07
