Temp ; Freq ; Current
-40 ; 0 ; 3.4912E-11
-25 ; 0 ; 4.74896E-11
-10 ; 0 ; 4.83008E-11
5 ; 0 ; 4.96674E-11
20 ; 0 ; 7.57245E-11
25 ; 0 ; 9.2699E-11
35 ; 0 ; 1.52372E-10
50 ; 0 ; 3.73051E-10
65 ; 0 ; 9.57035E-10
80 ; 0 ; 2.41265E-09
95 ; 0 ; 5.27341E-09
110 ; 0 ; 1.13472E-08
125 ; 0 ; 2.29777E-08
