Temp ; Freq ; Current
-40 ; 0 ; 2.07538E-10
-25 ; 0 ; 5.40278E-10
-10 ; 0 ; 1.5986E-09
5 ; 0 ; 4.57429E-09
20 ; 0 ; 1.18577E-08
25 ; 0 ; 1.59396E-08
35 ; 0 ; 2.79027E-08
50 ; 0 ; 5.99838E-08
65 ; 0 ; 1.19058E-07
80 ; 0 ; 2.20739E-07
95 ; 0 ; 3.86259E-07
110 ; 0 ; 6.41767E-07
125 ; 0 ; 1.01951E-06
