Temp ; Freq ; Current
-40 ; 0 ; 9.51961E-10
-25 ; 0 ; 3.05182E-09
-10 ; 0 ; 8.77203E-09
5 ; 0 ; 2.23766E-08
20 ; 0 ; 5.1328E-08
25 ; 0 ; 6.62108E-08
35 ; 0 ; 1.06889E-07
50 ; 0 ; 2.05649E-07
65 ; 0 ; 3.70416E-07
80 ; 0 ; 6.30384E-07
95 ; 0 ; 1.02069E-06
110 ; 0 ; 1.58187E-06
125 ; 0 ; 2.35679E-06
