temperature_C,count,freq_MHz
-40.0,81,2.664870
-25.0,87,2.851730
-10.0,93,3.032190
5.0,98,3.216370
20.0,104,3.394410
35.0,109,3.576880
50.0,115,3.757440
65.0,120,3.937110
80.0,126,4.121780
95.0,131,4.302790
110.0,137,4.488630
125.0,143,4.674340
