temperature_C,count,freq_MHz
-40.0,44,1.452090
-25.0,48,1.580780
-10.0,52,1.718290
5.0,57,1.865050
20.0,62,2.018560
35.0,66,2.174480
50.0,71,2.330590
65.0,76,2.486460
80.0,81,2.640150
95.0,85,2.790070
110.0,89,2.932760
125.0,94,3.069340
