temperature_C,count,freq_MHz
-40.0,46,1.513870
-25.0,49,1.611560
-10.0,52,1.713240
5.0,55,1.814540
20.0,59,1.918120
35.0,62,2.024280
50.0,65,2.130030
65.0,68,2.237290
80.0,72,2.343360
95.0,75,2.449200
110.0,78,2.552300
125.0,81,2.654150
