temperature_C,count,freq_MHz
-40.0,91,2.996720
-25.0,97,3.163170
-10.0,102,3.329330
5.0,107,3.503690
20.0,112,3.676630
35.0,118,3.856420
50.0,123,4.035450
65.0,129,4.220990
80.0,135,4.411380
95.0,140,4.602630
110.0,146,4.798150
125.0,153,4.998090
