temperature_C,count,freq_MHz
-40.0,31,1.021380
-25.0,34,1.115260
-10.0,37,1.209400
5.0,40,1.303350
20.0,43,1.396740
35.0,45,1.490260
50.0,48,1.583010
65.0,51,1.674580
80.0,54,1.764400
95.0,57,1.853400
110.0,59,1.940590
125.0,62,2.025110
