temperature_C,count,freq_MHz
-40.0,52,1.692410
-25.0,55,1.789510
-10.0,58,1.886740
5.0,61,1.986730
20.0,64,2.085040
35.0,67,2.186430
50.0,70,2.287400
65.0,73,2.389190
80.0,76,2.488290
95.0,79,2.588110
110.0,82,2.685380
125.0,85,2.780870
