temperature_C,count,freq_MHz
-40.0,41,1.329260
-25.0,44,1.427880
-10.0,47,1.527980
5.0,50,1.627190
20.0,53,1.728740
35.0,56,1.831680
50.0,59,1.934820
65.0,62,2.038030
80.0,65,2.140270
95.0,68,2.244570
110.0,72,2.346990
125.0,75,2.446640
