temperature_C,count,freq_MHz
-40.0,54,1.775190
-25.0,57,1.883100
-10.0,61,1.993760
5.0,64,2.110430
20.0,68,2.232460
35.0,72,2.360270
50.0,76,2.491120
65.0,80,2.622580
80.0,84,2.759060
95.0,88,2.894420
110.0,92,3.028640
125.0,96,3.158230
