temperature_C,count,freq_MHz
-40.0,45,1.482440
-25.0,48,1.579400
-10.0,51,1.675450
5.0,54,1.774390
20.0,57,1.873670
35.0,60,1.975660
50.0,63,2.075000
65.0,66,2.176090
80.0,69,2.275310
95.0,73,2.375710
110.0,75,2.473970
125.0,78,2.568080
