temperature_C,count,freq_MHz
-40.0,38,1.246160
-25.0,41,1.356310
-10.0,45,1.473150
5.0,49,1.596320
20.0,53,1.724590
35.0,57,1.858070
50.0,61,1.997550
65.0,65,2.138320
80.0,70,2.280570
95.0,74,2.418630
110.0,78,2.553330
125.0,82,2.679800
