temperature_C,count,freq_MHz
-40.0,42,1.391090
-25.0,45,1.487190
-10.0,48,1.585850
5.0,51,1.686460
20.0,55,1.786280
35.0,58,1.888510
50.0,61,1.990900
65.0,64,2.095100
80.0,67,2.198670
95.0,70,2.300000
110.0,73,2.400340
125.0,76,2.500590
