temperature_C,count,freq_MHz
-40.0,53,1.747460
-25.0,56,1.846870
-10.0,60,1.951050
5.0,63,2.059040
20.0,66,2.170730
35.0,70,2.285520
50.0,73,2.400070
65.0,77,2.516300
80.0,80,2.634070
95.0,84,2.751030
110.0,87,2.865180
125.0,91,2.976700
