temperature_C,count,freq_MHz
-40.0,33,1.085360
-25.0,36,1.178760
-10.0,39,1.273190
5.0,42,1.368030
20.0,45,1.463060
35.0,48,1.558320
50.0,50,1.652730
65.0,53,1.746240
80.0,56,1.838530
95.0,59,1.929700
110.0,62,2.019110
125.0,64,2.104140
