temperature_C,count,freq_MHz
-40.0,54,1.783690
-25.0,59,1.941400
-10.0,64,2.110700
5.0,70,2.288210
20.0,75,2.466630
35.0,81,2.645210
50.0,86,2.820400
65.0,91,2.996750
80.0,97,3.170890
95.0,102,3.341530
110.0,107,3.513580
125.0,112,3.678960
