temperature_C,count,freq_MHz
-40.0,39,1.262060
-25.0,41,1.355660
-10.0,44,1.451210
5.0,47,1.545710
20.0,50,1.643160
35.0,53,1.739480
50.0,56,1.837390
65.0,59,1.934280
80.0,62,2.032390
95.0,65,2.129240
110.0,68,2.226120
125.0,71,2.322540
