temperature_C,count,freq_MHz
-40.0,50,1.642030
-25.0,53,1.744110
-10.0,56,1.851010
5.0,60,1.962410
20.0,63,2.074910
35.0,67,2.190560
50.0,70,2.307550
65.0,74,2.422980
80.0,78,2.540320
95.0,81,2.654220
110.0,84,2.763870
125.0,87,2.865600
