temperature_C,count,freq_MHz
-40.0,51,1.686730
-25.0,55,1.800110
-10.0,59,1.917710
5.0,62,2.042310
20.0,66,2.173660
35.0,70,2.308320
50.0,75,2.446130
65.0,79,2.586030
80.0,83,2.727730
95.0,87,2.863620
110.0,92,2.998910
125.0,95,3.126420
