temperature_C,count,freq_MHz
-40.0,60,1.981420
-25.0,66,2.157080
-10.0,71,2.340310
5.0,77,2.522050
20.0,82,2.703100
35.0,88,2.884920
50.0,94,3.065940
65.0,99,3.246910
80.0,105,3.428310
95.0,110,3.607420
110.0,116,3.784820
125.0,121,3.959600
