temperature_C,count,freq_MHz
-40.0,76,2.496300
-25.0,80,2.631740
-10.0,85,2.785100
5.0,90,2.939790
20.0,95,3.105270
35.0,100,3.276920
50.0,105,3.451620
65.0,111,3.633650
80.0,117,3.822830
95.0,122,4.013110
110.0,128,4.209320
125.0,135,4.409240
