temperature_C,count,freq_MHz
-40.0,40,1.323880
-25.0,44,1.444430
-10.0,48,1.574970
5.0,52,1.711800
20.0,57,1.853390
35.0,61,2.004800
50.0,66,2.157940
65.0,71,2.314440
80.0,75,2.470930
95.0,80,2.625720
110.0,85,2.779210
125.0,89,2.926570
