temperature_C,count,freq_MHz
-40.0,79,2.587990
-25.0,84,2.766640
-10.0,90,2.942950
5.0,95,3.119980
20.0,101,3.300200
35.0,106,3.479220
50.0,112,3.664280
65.0,117,3.850100
80.0,123,4.035880
95.0,129,4.224160
110.0,135,4.412880
125.0,140,4.601830
