temperature_C,count,freq_MHz
-40.0,30,0.988201
-25.0,33,1.082110
-10.0,36,1.175470
5.0,39,1.269490
20.0,42,1.362900
35.0,44,1.456090
50.0,47,1.549720
65.0,50,1.640540
80.0,53,1.731300
95.0,56,1.820100
110.0,58,1.907030
125.0,61,1.991810
