temperature_C,count,freq_MHz
-40.0,58,1.913130
-25.0,61,2.009520
-10.0,64,2.108360
5.0,67,2.210450
20.0,71,2.312040
35.0,74,2.415700
50.0,77,2.518780
65.0,80,2.623370
80.0,83,2.727220
95.0,86,2.829310
110.0,89,2.930370
125.0,92,3.029190
