temperature_C,count,freq_MHz
-40.0,39,1.268190
-25.0,42,1.371470
-10.0,45,1.478490
5.0,49,1.591200
20.0,52,1.707570
35.0,56,1.827500
50.0,60,1.951810
65.0,63,2.079650
80.0,67,2.207650
95.0,71,2.337750
110.0,75,2.462990
125.0,79,2.584070
