temperature_C,count,freq_MHz
-40.0,37,1.218460
-25.0,40,1.315880
-10.0,43,1.417630
5.0,46,1.519880
20.0,50,1.622730
35.0,53,1.728870
50.0,56,1.837240
65.0,59,1.944390
80.0,63,2.054870
95.0,66,2.162780
110.0,69,2.269040
125.0,72,2.373570
