temperature_C,count,freq_MHz
-40.0,57,1.867130
-25.0,61,2.014210
-10.0,66,2.173490
5.0,72,2.344660
20.0,77,2.514710
35.0,82,2.690440
50.0,88,2.869070
65.0,93,3.042830
80.0,98,3.215110
95.0,103,3.381080
110.0,108,3.545650
125.0,113,3.701650
