temperature_C,count,freq_MHz
-40.0,44,1.456260
-25.0,48,1.558080
-10.0,51,1.665890
5.0,54,1.778400
20.0,58,1.893710
35.0,61,2.013480
50.0,65,2.133320
65.0,69,2.258120
80.0,73,2.378080
95.0,76,2.498150
110.0,80,2.615300
125.0,83,2.723200
