temperature_C,count,freq_MHz
-40.0,54,1.759220
-25.0,57,1.856760
-10.0,60,1.954990
5.0,63,2.054510
20.0,66,2.156670
35.0,69,2.258670
50.0,72,2.361920
65.0,75,2.464250
80.0,78,2.568010
95.0,82,2.670780
110.0,85,2.771280
125.0,88,2.869780
