Temp ; Freq
-40 ; 
-25 ; 
-10 ; 1.28577E+06
5 ; 1.35686E+06
20 ; 1.42921E+06
35 ; 1.49908E+06
50 ; 1.56887E+06
65 ; 1.63704E+06
80 ; 1.70241E+06
95 ; 1.76555E+06
110 ; 1.82417E+06
125 ; 1.87812E+06
