Temp ; Freq
-40 ; 1.3549E+06
-25 ; 1.60337E+06
-10 ; 1.85857E+06
5 ; 2.12956E+06
20 ; 2.41369E+06
35 ; 2.68755E+06
50 ; 2.95315E+06
65 ; 3.23185E+06
80 ; 3.51713E+06
95 ; 3.76631E+06
110 ; 4.05281E+06
125 ; 4.28827E+06
