Temp ; Freq
-40 ; 1.2353E+06
-25 ; 1.33621E+06
-10 ; 1.42814E+06
5 ; 1.52648E+06
20 ; 1.61772E+06
35 ; 1.7193E+06
50 ; 1.83216E+06
65 ; 1.94102E+06
80 ; 2.04181E+06
95 ; 2.13934E+06
110 ; 2.23787E+06
125 ; 2.34332E+06
