Temp ; Freq
-40 ; 4.14873E+06
-25 ; 4.66873E+06
-10 ; 5.21016E+06
5 ; 5.75535E+06
20 ; 6.40757E+06
35 ; 7.03744E+06
50 ; 7.72928E+06
65 ; 8.43522E+06
80 ; 9.24145E+06
95 ; 1.00265E+07
110 ; 1.08206E+07
125 ; 1.15367E+07
