Temp ; Freq
-40 ; 2.98056E+06
-25 ; 4.10899E+06
-10 ; 5.40546E+06
5 ; 6.8364E+06
20 ; 8.38189E+06
35 ; 9.98471E+06
50 ; 1.15924E+07
65 ; 1.32068E+07
80 ; 1.47243E+07
95 ; 1.61544E+07
110 ; 1.74809E+07
125 ; 1.86215E+07
