-40 ; 0 ; 1.90455E-10
-25 ; 0 ; 2.12116E-10
-10 ; 0 ; 2.62764E-10
5 ; 0 ; 4.07237E-10
20 ; 0 ; 8.05937E-10
35 ; 0 ; 1.85746E-09
50 ; 0 ; 4.46912E-09
65 ; 0 ; 1.04381E-08
80 ; 0 ; 2.28538E-08
95 ; 0 ; 4.66129E-08
110 ; 0 ; 8.91363E-08
125 ; 0 ; 1.60853E-07
