-40 ; 0 ; 1.8938E-10
-25 ; 0 ; 2.12701E-10
-10 ; 0 ; 2.67564E-10
5 ; 0 ; 4.19029E-10
20 ; 0 ; 8.29805E-10
35 ; 0 ; 1.89811E-09
50 ; 0 ; 4.4963E-09
65 ; 0 ; 1.04344E-08
80 ; 0 ; 2.277E-08
95 ; 0 ; 4.63724E-08
110 ; 0 ; 8.85554E-08
125 ; 0 ; 1.59585E-07
