Temp ; Freq
-40 ; 1.4219E+06
-25 ; 1.50351E+06
-10 ; 1.58575E+06
5 ; 1.66816E+06
20 ; 1.74991E+06
35 ; 1.83119E+06
50 ; 1.91237E+06
65 ; 1.99056E+06
80 ; 2.0671E+06
95 ; 2.13941E+06
110 ; 2.20741E+06
125 ; 2.26895E+06
