Temp ; Freq
-40 ; 1.81333E+06
-25 ; 1.99665E+06
-10 ; 2.18568E+06
5 ; 2.37548E+06
20 ; 2.56421E+06
35 ; 2.74858E+06
50 ; 2.93211E+06
65 ; 3.10953E+06
80 ; 3.28956E+06
95 ; 3.46611E+06
110 ; 3.64385E+06
125 ; 3.82093E+06
