Temp ; Freq
-40 ; 1.84625E+06
-25 ; 2.02549E+06
-10 ; 2.19812E+06
5 ; 2.36841E+06
20 ; 2.53146E+06
35 ; 2.69688E+06
50 ; 2.85987E+06
65 ; 3.02099E+06
80 ; 3.18494E+06
95 ; 3.34439E+06
110 ; 3.50572E+06
125 ; 3.66698E+06
