Temp ; Freq
-40 ; 1.52213E+06
-25 ; 1.63744E+06
-10 ; 1.76168E+06
5 ; 1.89549E+06
20 ; 2.03662E+06
35 ; 2.18099E+06
50 ; 2.33197E+06
65 ; 2.48261E+06
80 ; 2.63739E+06
95 ; 2.79463E+06
110 ; 2.96395E+06
125 ; 3.15678E+06
