Temp ; Freq
-40 ; 772828
-25 ; 1.22958E+06
-10 ; 2.03389E+06
5 ; 3.47476E+06
20 ; 4.304E+06
35 ; 4.81002E+06
50 ; 5.17279E+06
65 ; 5.45055E+06
80 ; 5.69745E+06
95 ; 5.97748E+06
110 ; 6.35742E+06
125 ; 6.8784E+06
