Temp ; Freq
-40 ; 800509
-25 ; 1.28652E+06
-10 ; 2.49078E+06
5 ; 4.84261E+06
20 ; 6.30532E+06
35 ; 5.98202E+06
50 ; 6.1599E+06
65 ; 6.71579E+06
80 ; 6.14458E+06
95 ; 6.97518E+06
110 ; 6.92872E+06
125 ; 7.53755E+06
