Temp ; Freq
-40 ; 4.86457E+06
-25 ; 4.86511E+06
-10 ; 5.04803E+06
5 ; 5.08955E+06
20 ; 4.99541E+06
35 ; 5.17744E+06
50 ; 4.97179E+06
65 ; 5.20042E+06
80 ; 5.18265E+06
95 ; 5.06746E+06
110 ; 5.19558E+06
125 ; 5.45668E+06
