Temp ; Freq
-40 ; 1.76908E+06
-25 ; 1.95446E+06
-10 ; 2.15537E+06
5 ; 2.33098E+06
20 ; 2.54323E+06
35 ; 2.72474E+06
50 ; 2.90334E+06
65 ; 3.03868E+06
80 ; 3.24866E+06
95 ; 3.40496E+06
110 ; 3.5668E+06
125 ; 3.74619E+06
