Temp ; Freq ; Vref ; Iavg
-40 ; 903720 ;  ; 1.52591E-05
-25 ; 960411 ;  ; 1.63011E-05
-10 ; 1.02972E+06 ;  ; 1.74473E-05
5 ; 1.12225E+06 ;  ; 1.89157E-05
20 ; 1.24506E+06 ;  ; 2.06764E-05
35 ; 1.39848E+06 ;  ; 2.28026E-05
50 ; 1.57889E+06 ;  ; 2.45009E-05
65 ; 1.78172E+06 ;  ; 2.61881E-05
80 ; 1.99868E+06 ;  ; 2.79993E-05
95 ; 2.2273E+06 ;  ; 2.99934E-05
110 ; 2.46061E+06 ;  ; 3.21292E-05
125 ; 2.6969E+06 ;  ; 3.41203E-05
